"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US13013000012","12, Barrow County, Georgia","4206","3837","3210","229","26","108","0","264","369","355","29","93","33","3","170","0","4","0","12","3","0","3","1","1","3","14","5","0","0","1","2","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000013","13, Barrow County, Georgia","4384","4064","3168","525","14","115","1","241","320","291","74","62","11","2","97","5","10","0","19","0","0","4","1","5","1","23","7","2","0","4","0","0","4","0","4","0","0","0","0","2","0","0","0","0","0","0","6","1","0","2","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000014","14, Barrow County, Georgia","2258","2116","1641","149","10","170","0","146","142","130","10","33","9","0","66","0","1","0","3","1","0","0","2","5","0","9","0","0","0","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000015","15, Barrow County, Georgia","4927","4557","3880","219","17","252","0","189","370","365","33","100","21","0","174","6","0","0","17","0","0","2","2","10","0","4","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000016","16, Barrow County, Georgia","9768","8936","6023","1808","57","346","2","700","832","805","146","128","43","8","431","3","5","0","24","0","1","10","3","3","0","27","5","0","0","11","0","0","6","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000001","ADAIRSVILLE, Bartow County, Georgia","10368","9713","8515","773","35","117","1","272","655","622","128","241","31","4","196","3","0","0","15","0","0","3","0","1","0","27","8","2","1","6","1","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0",
"7000000US13015000002","ALLATOONA, Bartow County, Georgia","6677","6058","5083","319","67","59","3","527","619","590","70","121","24","5","331","0","8","1","18","0","0","2","9","0","1","24","6","1","0","4","1","1","10","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000003","CARTERSVILLE EAST, Bartow County, Georgia","11581","10622","7343","2123","64","205","10","877","959","913","203","184","36","2","410","12","7","1","30","0","0","22","3","3","0","41","18","3","1","6","0","0","9","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"7000000US13015000004","CARTERSVILLE WEST, Bartow County, Georgia","11544","10838","7756","2067","58","144","3","810","706","666","167","140","25","8","288","14","1","0","15","0","0","5","2","1","0","36","14","2","0","7","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000005","CASSVILLE, Bartow County, Georgia","16605","15331","12369","1567","54","234","12","1095","1274","1227","218","342","52","3","558","14","14","0","13","0","0","12","0","1","0","43","8","1","1","10","6","2","13","0","2","0","0","0","0","0","0","0","0","0","0","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000006","CENTER, Bartow County, Georgia","5177","4867","4325","337","27","64","6","108","310","301","37","118","17","4","107","1","3","0","7","0","0","1","1","5","0","9","4","1","0","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000007","EMERSON, Bartow County, Georgia","4453","4056","3694","164","29","26","1","142","397","373","36","141","20","1","173","1","0","0","0","0","0","1","0","0","0","15","3","0","0","0","1","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000008","EUHARLEE, Bartow County, Georgia","7437","6855","5990","632","24","26","1","182","582","556","89","229","28","0","179","7","0","0","19","0","0","5","0","0","0","24","9","2","1","2","2","1","6","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"7000000US13015000009","FOLSOM, Bartow County, Georgia","2095","1981","1882","25","4","2","0","68","114","113","12","57","1","0","40","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US13015000010","KINGSTON, Bartow County, Georgia","3991","3705","3391","246","18","10","0","40","286","258","43","93","11","1","96","6","3","0","1","0","0","1","0","3","0","22","8","1","0","1","3","1","7","0","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000011","MISSION ROAD, Bartow County, Georgia","5760","5338","4303","695","33","35","0","272","422","408","78","107","21","2","182","5","2","1","7","0","0","3","0","0","0","14","3","1","0","2","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000012","PINE LOG, Bartow County, Georgia","2935","2761","2656","26","4","5","0","70","174","167","24","86","5","7","39","1","0","0","0","0","0","4","0","1","0","7","0","0","0","0","2","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000014","TAYLORSVILLE, Bartow County, Georgia","3969","3724","3564","61","13","16","1","69","245","239","24","99","12","0","92","0","0","0","9","0","0","2","0","1","0","5","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000015","WHITE, Bartow County, Georgia","3546","3335","3174","84","7","11","2","57","211","192","23","103","6","1","56","0","1","0","1","0","0","1","0","0","0","15","4","1","0","1","3","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13015000016","ZENA DRIVE, Bartow County, Georgia","10158","9388","6239","2208","34","222","4","681","770","717","180","153","26","2","312","12","11","1","12","0","0","5","2","0","1","45","21","0","0","6","0","0","17","0","0","0","0","0","1","0","0","0","0","0","0","0","6","1","0","1","0","3","0","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"7000000US13015000018","WOODLAND HIGH, Bartow County, Georgia","2605","2412","2107","185","10","10","0","100","193","183","26","58","14","0","74","1","0","2","4","0","0","4","0","0","0","10","6","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13017000001","EAST, Ben Hill County, Georgia","6850","6505","3161","3010","34","26","0","274","345","317","89","61","6","0","138","13","0","0","5","0","0","0","0","0","5","28","7","0","0","1","2","0","6","0","3","2","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13017000002","WEST, Ben Hill County, Georgia","10344","9929","6271","3257","36","93","0","272","415","396","113","104","19","0","135","14","1","1","7","0","0","0","0","0","2","19","2","0","2","4","0","1","3","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019000518","019518 - ALAPAHA Voting District, Berrien County, Georgia","1599","1519","1206","298","0","0","1","14","80","74","8","31","1","0","14","16","0","0","3","0","0","0","1","0","0","6","3","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001144","0191144 - RAY CITY Voting District, Berrien County, Georgia","2099","1935","1563","279","6","18","3","66","164","153","20","55","9","0","59","0","0","0","7","1","0","0","2","0","0","11","4","0","0","0","0","1","0","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001148","0191148 - UPPER TENTH Voting District, Berrien County, Georgia","379","364","327","24","4","0","0","9","15","15","5","6","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001157","0191157 - NASHVILLE Voting District, Berrien County, Georgia","8673","8308","7005","1121","14","36","1","131","365","342","98","112","16","0","104","3","0","0","7","0","0","1","1","0","0","21","13","0","1","1","0","1","1","3","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001329","0191329 - LOIS Voting District, Berrien County, Georgia","985","929","864","26","2","3","1","33","56","54","11","16","9","0","17","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001427","0191427 - NEW RIVER Voting District, Berrien County, Georgia","782","742","671","21","2","7","2","39","40","39","3","12","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001642","0191642 - ENIGMA Voting District, Berrien County, Georgia","1984","1821","1510","153","4","9","2","143","163","163","25","30","4","0","100","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001767","0191767 - LOWER TENTH Voting District, Berrien County, Georgia","847","812","758","24","5","6","0","19","35","35","3","10","0","0","18","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13019001819","0191819 - JORDAN Voting District, Berrien County, Georgia","812","774","739","8","0","1","0","26","38","38","1","16","0","0","20","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13021000EM1","EAST MACON 1, Bibb County, Georgia","2963","2845","196","2608","11","7","5","18","118","113","50","10","0","1","7","22","7","0","7","6","0","0","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0",
"7000000US13021000EM2","EAST MACON 2, Bibb County, Georgia","5453","5286","419","4814","4","19","2","28","167","149","74","14","1","0","11","17","3","5","23","0","0","0","1","0","0","16","9","1","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13021000EM3","EAST MACON 3, Bibb County, Georgia","4879","4676","1549","2982","30","30","8","77","203","197","44","43","10","4","65","17","5","0","9","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13021000EM4","EAST MACON 4, Bibb County, Georgia","3504","3391","368","2980","4","6","1","32","113","104","50","4","1","1","19","8","2","0","17","0","0","0","0","1","1","9","4","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13021000EM5","EAST MACON 5, Bibb County, Georgia","3443","3285","1010","2214","1","20","0","40","158","150","66","26","2","1","16","17","3","0","18","0","0","0","1","0","0","6","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13021000GF1","GODFREY 1, Bibb County, Georgia","10934","10642","1903","8173","10","115","6","435","292","266","105","37","23","2","32","34","7","3","14","0","0","3","4","2","0","22","16","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0",
